comp_id,bioactivity,data_split,smiles
CHEMBL1079967,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccccc2)c1
CHEMBL1079968,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2cccc(Cl)c2)c1
CHEMBL1080071,1,train,Nc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1
CHEMBL1080072,1,train,COc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1
CHEMBL1080375,1,validation,O=C1NN=C(c2ccccn2)/C1=N/Nc1ccccc1Cl
CHEMBL1080376,1,train,O=C1NN=C(c2cccnc2)/C1=N/Nc1ccccc1Cl
CHEMBL1080377,1,validation,O=C1NN=C(c2ccncc2)/C1=N/Nc1ccccc1Cl
CHEMBL1080544,1,train,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1Cl
CHEMBL1080583,1,test,CCC(CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
CHEMBL1080847,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccc(N(C)C)cc2)c1
CHEMBL1080848,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccc(N3CCOCC3)cc2)c1
CHEMBL1080849,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(Cl)cc2)cc1
CHEMBL1080868,1,validation,O=C1NN=C/C1=N/Nc1ccccc1Cl
CHEMBL1080901,1,train,Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-]
CHEMBL1080902,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2cccc(OC)c2)cc1
CHEMBL1080932,1,test,Cn1cc(C2=C(N3CCOCC3)C(=O)NC2=O)c2ccccc21
CHEMBL1080933,1,train,COc1cccc(C2=C(c3c(C)n(C)c4ccccc34)C(=O)NC2=O)c1
CHEMBL1081063,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccccc2Cl)c1
CHEMBL1081068,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(C#N)cc2)cc1
CHEMBL1081069,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccncc2)cc1
CHEMBL1081070,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N(C)C)cc2)cc1
CHEMBL1081071,1,train,CCN(CC)c1ccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)cc2)cc1
CHEMBL1081102,1,train,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccc(C#N)cc1
CHEMBL1081103,1,test,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1cccnc1
CHEMBL1081128,1,train,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1
CHEMBL1081198,0,test,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1
CHEMBL1081260,1,test,Cn1cc(C2=C(Oc3ccccc3)C(=O)NC2=O)c2ccccc21
CHEMBL1081261,1,validation,Cn1cc(C2=C(N(C(=O)OC(C)(C)C)c3ccccc3)C(=O)NC2=O)c2ccccc21
CHEMBL1081278,1,train,COc1cccc(N/N=C2\\C(=O)NN=C2c2ccccc2)c1
CHEMBL1081293,1,train,COc1cccc(C2=C(c3cn(C)c4cccc(OC)c34)C(=O)NC2=O)c1
CHEMBL1081294,1,train,Cn1cc(C2=C(c3cccc(C[C@@H](O)CO)c3)C(=O)NC2=O)c2ccccc21
CHEMBL1081429,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccccc2Cl)cc1OC
CHEMBL1081430,1,train,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1
CHEMBL1081431,1,train,O=C1NN=C(c2ccccc2)/C1=N/Nc1cccc(Cl)c1
CHEMBL1081432,1,train,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccc(Cl)cc1
CHEMBL1081446,1,train,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccc(C(=O)O)cc1
CHEMBL1081447,1,test,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccc(N2CCOCC2)cc1
CHEMBL1081454,1,validation,COc1ccc(N/N=C2\\C(=O)NN=C2c2ccccn2)cc1
CHEMBL1081616,1,train,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1
CHEMBL1081617,1,train,COc1cccc(C2=C(c3cn(C)c4ccc(Cl)cc34)C(=O)NC2=O)c1
CHEMBL1081630,1,train,COc1ccc(N/N=C2\\C(=O)NN=C2c2cccnc2)cc1
CHEMBL1081631,1,validation,COc1ccc(N/N=C2\\C(=O)NN=C2c2ccncc2)cc1
CHEMBL1081632,1,train,COc1ccc(N/N=C2\\C(=O)NN=C2c2cccc(OC)c2)cc1
CHEMBL1081633,1,train,COc1ccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)cc2)cc1
CHEMBL1081833,1,train,COc1cccc(N/N=C2\\C(=O)NN=C2c2cccc(OC)c2)c1
CHEMBL1081972,1,train,Cn1cc(C2=C(c3cccc(C[C@H](O)CO)c3)C(=O)NC2=O)c2ccccc21
CHEMBL1081973,1,train,Cn1cc(C2=C(c3cccc(CC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
CHEMBL1082009,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccc(C#N)cc2)c1
CHEMBL1082010,1,test,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccccn2)c1
CHEMBL1082011,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2cccnc2)c1
CHEMBL1082151,1,train,Cn1cc(C2=C(c3cccc(NCCCO)c3)C(=O)NC2=O)c2ccccc21
CHEMBL1082152,1,train,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
CHEMBL1082153,1,train,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(Cl)ccc21
CHEMBL1082156,1,train,COc1ccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)c(OC)c2)cc1
CHEMBL1082157,1,train,COc1ccc(N/N=C2\\C(=O)NN=C2c2cc(OC)c(OC)c(OC)c2)cc1
CHEMBL1082176,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccncc2)c1
CHEMBL1082188,1,train,COc1cccc(C2=NNC(=O)/C2=N\\Nc2ccc(C(=O)O)cc2)c1
CHEMBL1082235,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)ccc12
CHEMBL1082236,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)c(O)c3)ccc12
CHEMBL1083208,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccsc3)ccc12
CHEMBL1083209,1,validation,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)nc3)ccc12
CHEMBL1083528,0,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc4c(c3)COO4)ccc12
CHEMBL1083837,0,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc([N+](=O)[O-])cc3)ccc12
CHEMBL1084134,1,train,O=C(O)CCC(=O)Nc1n[nH]c2cc(Cl)ccc12
CHEMBL1084546,1,test,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
CHEMBL1084681,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12
CHEMBL1084682,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cc(Cl)cc(Cl)c3)ccc12
CHEMBL1084683,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OC(F)(F)F)cc3)ccc12
CHEMBL1084684,1,test,CCCC(=O)Nc1n[nH]c2cc(CCc3ccccc3)ccc12
CHEMBL1084693,0,train,N#Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1
CHEMBL1085918,1,validation,CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12
CHEMBL1085927,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OCc4ccccc4)cc3)ccc12
CHEMBL1086174,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12
CHEMBL1086175,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12
CHEMBL1086176,1,train,C/C=C/c1ccc2c(NC(=O)CCC)n[nH]c2c1
CHEMBL1086425,0,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OC)cc3)ccc12
CHEMBL1086426,0,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(Cl)cc3)ccc12
CHEMBL1086427,1,train,CCCC(=O)Nc1n[nH]c2c(F)c(Cl)c(-c3ccccc3)cc12
CHEMBL1086601,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N(C)C)cc2)cc1OC
CHEMBL1086602,1,train,CCN(CC)c1ccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)c(OC)c2)cc1
CHEMBL1086638,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)cc3)ccc12
CHEMBL1086639,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cccc(O)c3)ccc12
CHEMBL1086640,1,train,CCCC(=O)Nc1n[nH]c2cc(C(F)(F)F)ccc12
CHEMBL1086732,1,test,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21
CHEMBL1086733,1,test,Cn1cc(C2=C(Sc3ccccc3)C(=O)NC2=O)c2ccccc21
CHEMBL1086734,1,validation,Cn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21
CHEMBL1086735,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N3CCOCC3)cc2)cc1OC
CHEMBL1086736,1,train,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccccc1
CHEMBL1086780,1,train,CCCC(=O)Nc1n[nH]c2cc(Br)ccc12
CHEMBL1086781,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12
CHEMBL1086782,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12
CHEMBL1087242,1,train,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1OC
CHEMBL1087243,1,train,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1
CHEMBL1087244,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(C#N)cc2)cc1OC
CHEMBL1087245,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2cccnc2)cc1OC
CHEMBL1087246,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccncc2)cc1OC
CHEMBL1087380,1,test,Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21
CHEMBL1087499,1,test,CN(C)c1nc2ccc1CCCN1C=C(C3=C(C(=O)NC3=O)c3cn(c4ccccc34)CCC2)N2C=CC=CC12
CHEMBL1088011,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2cccc(Cl)c2)cc1OC
CHEMBL1088012,1,train,COc1ccc(C2=NNC(=O)/C2=N/Nc2ccc(Cl)cc2)cc1OC
CHEMBL1088021,1,train,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccc(Cl)cc1
CHEMBL1088145,1,train,COc1cccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)c(OC)c2)c1
CHEMBL1088149,1,train,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1
CHEMBL1088154,1,train,COc1ccccc1N/N=C1\\C(=O)NN=C1c1cnccc1OC
CHEMBL1088618,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12
CHEMBL1088724,1,test,Cn1cc(C2=C(c3c4n(c5ccccc35)CCN(C(N)=S)C4)C(=O)NC2=O)c2ccccc21
CHEMBL1088725,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N3CCOCC3)cc2)cc1
CHEMBL1088726,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccccc2)cc1OC
CHEMBL1088751,0,test,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
CHEMBL1088752,0,test,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1
CHEMBL1089722,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(Br)cc12
CHEMBL1089723,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccco3)cc12
CHEMBL1090090,0,test,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F
CHEMBL1090479,0,test,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1
CHEMBL1091081,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc([N+](=O)[O-])cc3)cc12
CHEMBL1091082,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12
CHEMBL1091083,1,test,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12
CHEMBL1091644,0,test,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
CHEMBL1092134,1,test,O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12
CHEMBL1092754,1,test,Cn1cc(/C=C2\\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21
CHEMBL1092802,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3cccnc3)cc12
CHEMBL1093079,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(CC)cc3)cc12
CHEMBL1093390,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)cc12
CHEMBL1093745,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccccc3)cc12
CHEMBL1093746,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)c(-c3ccccc3)cc12
CHEMBL1093747,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12
CHEMBL1094408,0,test,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2
CHEMBL1095038,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cc(F)cc(F)c3)ccc12
CHEMBL1095039,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(C(C)(C)C)cc3)ccc12
CHEMBL1095040,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12
CHEMBL1095041,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(N)cc3)cc12
CHEMBL1095366,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(O)cc3)cc12
CHEMBL1095624,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCN)cc21
CHEMBL1096290,1,test,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21
CHEMBL1096291,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21
CHEMBL1096292,0,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCN)cc21
CHEMBL1096626,1,validation,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21
CHEMBL1096634,1,validation,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21
CHEMBL1096636,0,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCCN)cc21
CHEMBL1097003,1,train,CCCC(=O)Nc1n[nH]c2c(Cl)c(Cl)c(-c3ccccc3)cc12
CHEMBL1097694,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(C)cc3)cc12
CHEMBL1098241,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN)cc21
CHEMBL1098316,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21
CHEMBL109834,1,train,CN(C)CCCn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2cccnc21
CHEMBL1098938,1,validation,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)Cc3ccccc3)cc21
CHEMBL1098939,1,validation,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)Cc3ccccc3)cc21
CHEMBL1098943,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21
CHEMBL1098944,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](C)N)cc21
CHEMBL1099276,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21
CHEMBL1099281,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](C)N)cc21
CHEMBL1099290,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN(C)C)cc21
CHEMBL1099296,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CN)c3ccccc3)cc21
CHEMBL1099297,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21
CHEMBL1099298,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CCN)c3ccccc3)cc21
CHEMBL109944,1,train,COCCCn1cc(C2=C(c3ccccc3O)C(=O)NC2=O)c2cccnc21
CHEMBL109977,1,train,COc1ccccc1C1=C(c2cn(CCCNC=O)c3ncccc23)C(=O)NC1=O
CHEMBL109981,1,train,COc1ccccc1C1=C(c2cn(CCCNC(=O)OC(C)(C)C)c3ncccc23)C(=O)NC1=O
CHEMBL110000,1,test,CCn1cc(C2=C(c3cn(CCCO)c4ncccc34)C(=O)NC2=O)c2cccnc21
CHEMBL111005,1,train,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccc(F)cc1Cl
CHEMBL111298,1,train,COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O
CHEMBL111620,1,validation,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ncc(C(F)(F)F)cc1Cl
CHEMBL112483,1,test,Nc1nonc1-n1nnc(C(=O)NCc2ccncc2)c1CN1CCCCC1
CHEMBL112564,1,test,CN(C)Cc1c(-c2n[nH]c(-c3ccncc3)n2)nnn1-c1nonc1N
CHEMBL112819,1,test,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCC1
CHEMBL113168,1,validation,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCCC1
CHEMBL113272,1,test,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCC1
CHEMBL113447,0,validation,CN(CCc1ccncc1)C(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1
CHEMBL114582,0,test,CC(C)CNCc1c(C(=O)NCc2ccncc2)nnn1-c1nonc1N
CHEMBL115875,1,validation,NNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1
CHEMBL1162963,1,test,CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CC2
CHEMBL1164177,1,test,Cn1cncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
CHEMBL1164262,1,test,Cn1nccc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
CHEMBL1164264,1,test,Cc1oncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
CHEMBL1164353,1,test,CC(C)CN(C)C(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
CHEMBL1164526,1,test,CN1CCN(c2ccc(NC(=O)c3ccc4c(c3)/C(=C3/Nc5ccccc5C3=O)C(=O)N4)cc2)CC1
CHEMBL116545,1,train,COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL1165662,1,train,Oc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c1
CHEMBL116832,1,train,O=C1Cc2c([nH]c3ccccc23)-c2cc(I)ccc2N1
CHEMBL1170126,1,test,c1ccc2c(-c3cnc4cnc(-c5cn[nH]c5)cn34)c[nH]c2c1
CHEMBL1170317,1,test,c1ccc(-c2cnc3cnc(-c4ccncc4)cn23)cc1
CHEMBL1171837,0,test,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
CHEMBL1173655,0,test,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL118162,1,train,N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccsc1-3
CHEMBL118406,1,train,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccsc1-3
CHEMBL119932,1,train,N#Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CC(=O)N2
CHEMBL119963,1,train,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2sccc2N1
CHEMBL119989,1,train,CC(=O)/C=C/c1ccc2c(c1)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2
CHEMBL120030,1,train,CC(=O)OCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
